LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA56730,68,442,361,3433,110,4414,0,0,5,58,0,63,43,0,5,3,8,59,13,3,3,12,0,31,102,35,19,46,5,207,1039,446,337,2450,112,4384,113,0,6,0,0,119,24,8,0,19,0,51,104,29,18,196,10,357,15,4,0,8,4,31,12,3,0,0,0,15,24,7,4,4,0,39,161,79,46,550,13,849,70,32,11,117,0,230,3,0,0,0,0,3,0,0,0,5,0,5,5,0,0,0,0,5,6,0,0,0,0,6,34,15,9,0,0,58,56,20,9,4,0,89,113,12,7,39,6,177,8,0,3,8,0,19,5,5,0,4,0,14,228,80,61,525,11,905,27,6,5,0,0,38,49,7,0,3,0,59,9,0,3,6,0,18,0,0,0,0,0,0,6,0,0,0,0,6,28,8,5,21,0,62,250,49,24,96,11,430,42,14,8,183,810,1057,2206,784,581,5942,1045,10558,82,424
LGA56790,18,115,89,1212,56,1490,0,0,0,39,0,39,3,0,0,0,0,3,0,0,0,4,0,4,31,5,6,8,0,50,311,119,95,800,37,1362,5,0,0,0,0,5,5,0,0,3,0,8,31,13,11,68,7,130,4,0,0,6,0,10,3,0,0,0,0,3,0,0,4,4,0,8,39,18,18,185,3,263,17,5,9,37,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,14,5,6,0,0,25,5,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,84,25,18,154,0,281,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,19,47,9,13,17,0,86,17,9,5,54,138,223,553,212,172,2023,230,3190,21,132
LGA56860,0,17,4,84,11,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,4,50,10,91,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,7,0,13,0,0,0,0,13,13,26,15,4,151,27,223,0,21
LGA56930,11,66,92,375,7,551,0,0,0,0,0,0,26,0,4,5,0,35,15,0,0,4,0,19,20,3,13,5,0,41,167,55,62,307,9,600,10,0,0,0,0,10,6,0,0,5,0,11,12,4,7,15,0,38,4,9,0,7,0,20,0,0,0,0,0,0,8,0,4,0,0,12,31,14,12,124,0,181,9,4,6,25,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,17,12,115,0,174,4,0,0,0,0,4,23,0,4,4,0,31,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,11,75,7,8,15,5,110,0,0,0,3,118,121,381,118,144,746,138,1527,8,86
LGA57000,7,35,26,315,7,390,0,0,0,5,0,5,3,0,0,0,0,3,0,0,0,0,0,0,14,3,0,4,0,21,87,34,31,234,4,390,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,16,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,64,0,102,3,3,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,15,3,0,0,0,18,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,27,12,7,34,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,26,11,5,5,0,47,0,0,0,14,66,80,187,63,52,526,78,906,0,22
LGA57080,98,426,343,1736,37,2640,0,0,0,23,0,23,2519,21,33,13,30,2616,70,3,6,24,0,103,163,39,14,29,3,248,2207,404,330,1680,68,4689,183,0,15,0,3,201,174,13,8,20,0,215,277,34,22,189,5,527,85,24,12,31,0,152,38,6,6,0,0,50,744,0,10,3,13,770,872,80,74,665,25,1716,345,68,28,181,9,631,320,0,3,3,3,329,18,3,0,4,0,25,28,0,0,5,0,33,10,6,0,5,0,21,76,6,7,0,0,89,137,25,7,0,0,169,194,15,8,31,3,251,81,4,7,8,0,100,3,0,0,0,0,3,615,97,68,463,16,1259,76,3,0,8,4,91,132,5,0,0,0,137,116,3,9,6,0,134,67,0,3,8,0,78,142,0,5,0,0,147,86,7,7,19,6,125,2835,77,95,91,58,3156,124,9,3,38,2842,3016,11293,845,672,3744,3091,19645,156,507
LGA57140,6,55,34,462,32,589,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,9,103,38,21,305,10,477,0,0,0,0,0,0,0,0,0,0,0,0,16,4,9,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,9,60,5,97,16,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,14,11,13,0,0,0,24,6,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,49,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,10,23,5,8,5,0,41,4,0,3,23,46,76,205,79,55,743,81,1163,7,44
LGA57210,45,198,184,1546,36,2009,0,0,0,6,0,6,16,0,0,5,0,21,0,0,0,0,0,0,61,10,13,22,0,106,628,222,190,1120,56,2216,19,0,7,0,0,26,3,0,0,5,0,8,53,10,17,90,0,170,3,0,0,4,0,7,0,0,0,0,0,0,4,0,0,3,0,7,90,34,28,262,7,421,24,14,7,36,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,6,0,0,0,16,35,18,7,4,0,64,19,3,0,7,0,29,4,0,5,0,0,9,0,0,0,0,0,0,136,43,41,248,12,480,0,0,0,0,0,0,24,3,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,3,9,11,0,56,152,12,25,32,0,221,25,9,0,72,307,413,1181,367,323,2611,395,4877,47,208
LGA57280,63,481,401,4147,154,5246,0,14,3,424,8,449,100,3,12,28,0,143,43,14,3,13,3,76,95,47,18,58,5,223,1133,376,339,2220,99,4167,157,0,13,4,4,178,27,4,0,10,0,41,95,44,25,269,11,444,17,4,6,19,4,50,17,0,0,5,0,22,120,0,0,0,3,123,251,73,68,637,18,1047,67,46,13,131,5,262,15,0,0,0,0,15,18,0,0,10,0,28,16,3,0,4,0,23,5,0,0,7,0,12,240,18,27,0,13,298,206,43,37,6,4,296,15,9,10,18,0,52,3,0,3,6,0,12,14,0,0,3,4,21,311,78,61,498,19,967,9,0,0,4,0,13,105,9,7,4,0,125,32,6,5,3,3,49,24,0,0,0,0,24,10,0,0,0,0,10,44,3,4,19,0,70,794,72,72,195,17,1150,47,9,8,194,2996,3254,3338,826,674,6892,3306,15036,104,484
LGA57350,3,44,26,426,11,510,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,15,82,35,32,302,11,462,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,53,4,74,7,10,3,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,6,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,54,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,3,3,7,0,22,4,0,0,11,16,31,135,73,50,745,40,1043,8,34
LGA57420,13,91,84,713,22,923,0,0,0,3,0,3,5,0,0,0,0,5,0,0,0,0,0,0,26,8,4,8,0,46,207,93,66,499,20,885,10,0,0,0,0,10,0,0,0,6,0,6,17,4,0,43,0,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,13,43,10,4,123,3,183,3,5,0,37,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,16,3,4,0,0,23,6,0,0,7,0,13,0,0,0,4,0,4,0,0,0,0,0,0,58,31,8,113,3,213,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,53,10,7,24,3,97,15,5,0,37,124,181,437,166,115,1243,168,2129,3,61
LGA57490,953,5282,4150,24673,915,35973,0,11,4,128,7,150,468,30,33,82,14,627,282,75,51,140,0,548,1303,353,240,583,36,2515,23709,4845,4117,16509,1034,50214,585,20,95,4,14,718,228,33,35,112,6,414,1030,313,241,1476,63,3123,108,37,16,97,4,262,95,16,17,19,4,151,448,59,27,26,11,571,3004,636,503,4022,168,8333,895,414,206,1159,56,2730,28,0,4,3,0,35,34,5,5,15,0,59,44,8,4,14,0,70,92,36,20,61,6,215,1968,178,120,46,61,2373,1041,239,191,53,37,1561,317,56,46,138,6,563,99,11,10,30,10,160,125,14,0,0,3,142,4584,951,739,3385,218,9877,364,20,3,17,3,407,1122,67,55,12,15,1271,227,26,10,85,15,363,41,15,3,9,0,68,95,10,7,0,0,112,808,121,67,175,20,1191,3946,623,520,656,137,5882,556,102,91,835,5147,6731,40550,8806,6938,40420,7392,104106,1261,6149
LGA57630,0,12,3,31,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,20,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,17,20,24,11,6,59,17,117,0,0
LGA57700,160,949,800,4976,120,7005,0,5,0,30,0,35,77,0,9,6,0,92,29,6,3,17,0,55,469,110,90,255,15,939,3144,933,830,3207,188,8302,31,0,12,0,0,43,39,5,8,22,4,78,151,52,42,216,9,470,14,4,0,20,0,38,6,3,0,6,0,15,49,15,4,14,4,86,405,117,77,687,29,1315,229,80,56,293,15,673,4,0,0,0,0,4,6,0,0,3,0,9,0,0,0,8,0,8,18,4,0,3,0,25,111,14,8,0,3,136,150,37,26,9,9,231,44,10,14,30,7,105,16,0,0,3,0,19,6,0,0,0,0,6,529,170,102,604,26,1431,6,0,0,0,0,6,96,9,7,0,4,116,14,6,4,10,0,34,10,8,0,0,0,18,9,0,0,0,0,9,87,22,18,35,3,165,516,122,88,130,16,872,89,30,25,188,898,1230,5434,1644,1369,8071,1236,17754,303,1423
LGA57770,10,37,33,312,8,400,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,3,0,27,102,54,26,172,10,364,0,0,0,0,0,0,4,0,0,0,0,4,9,9,0,16,0,34,3,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,11,5,54,6,91,9,0,0,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,36,0,58,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,3,4,6,0,28,0,5,0,9,30,44,188,81,50,494,42,855,0,41
LGA57840,252,1615,1369,7977,202,11415,0,7,3,82,0,92,3156,64,74,38,54,3386,137,39,19,131,4,330,395,109,74,152,8,738,4775,1524,1193,6209,204,13905,246,3,25,10,3,287,231,23,22,53,3,332,404,94,73,506,11,1088,168,46,30,91,0,335,70,8,4,15,0,97,992,32,23,8,15,1070,1108,293,211,2236,46,3894,798,240,105,687,33,1863,260,0,3,0,4,267,38,10,9,14,6,77,32,13,3,25,0,73,30,14,5,8,0,57,82,12,21,0,0,115,252,82,51,16,5,406,293,39,24,63,0,419,90,11,9,21,3,134,6,0,0,4,0,10,1238,328,269,1635,53,3523,51,3,5,7,0,66,336,23,18,7,4,388,106,16,3,32,0,157,121,9,4,3,0,137,178,0,4,4,0,186,193,30,36,97,0,356,4049,290,267,274,95,4975,231,35,28,217,2480,2991,17449,3011,2393,14780,3110,40743,282,1705
LGA57910,1799,8065,5810,34788,1088,51550,3,27,16,338,38,422,7396,135,260,192,108,8091,1411,277,87,641,32,2448,1780,507,278,611,39,3215,21745,6766,4813,25256,1087,59667,1429,22,134,12,36,1633,730,82,77,223,18,1130,2122,449,331,1997,68,4967,1726,386,184,850,55,3201,379,61,31,66,14,551,5283,151,107,80,85,5706,5425,1366,928,8631,270,16620,9055,2218,912,4846,330,17361,330,5,16,9,6,366,179,38,18,31,8,274,2636,263,161,512,80,3652,189,53,35,73,11,361,963,92,63,14,28,1160,1403,382,236,44,32,2097,1584,165,126,287,34,2196,486,32,41,72,9,640,95,13,4,0,0,112,5039,1345,1012,6209,225,13830,916,63,16,41,14,1050,2232,118,117,10,23,2500,563,48,48,132,13,804,520,42,33,24,9,628,3308,38,42,25,104,3517,731,158,98,364,20,1371,20426,1516,1289,1370,637,25238,1800,161,168,1213,11147,14489,90141,15459,10607,64647,14844,195698,2395,8294
LGA57980,118,764,521,2834,84,4321,0,0,0,9,0,9,548,28,21,24,13,634,51,19,9,49,0,128,144,30,29,41,4,248,2185,688,467,2393,105,5838,80,0,11,0,3,94,112,16,17,28,3,176,233,45,34,207,0,519,59,27,13,46,0,145,43,5,6,6,0,60,221,18,5,3,0,247,530,159,94,977,34,1794,246,87,32,190,8,563,38,0,5,0,0,43,5,3,5,5,0,18,7,8,0,5,0,20,6,4,0,4,0,14,21,0,0,0,0,21,114,22,17,0,5,158,114,19,9,32,0,174,44,6,8,8,0,66,0,0,0,0,0,0,595,135,101,730,15,1576,44,0,0,6,0,50,122,15,20,4,7,168,51,0,0,15,0,66,29,9,9,0,0,47,54,0,0,0,0,54,77,12,3,31,0,123,1192,131,112,128,30,1593,64,18,10,72,918,1082,5879,1359,912,5515,1154,14819,137,828
LGA58050,1104,4990,3860,24939,847,35740,5,31,13,394,42,485,2291,48,104,98,41,2582,773,154,76,346,26,1375,1072,341,175,437,41,2066,14472,4276,3524,15941,922,39135,1257,23,114,5,64,1463,308,33,34,101,15,491,982,260,209,1196,50,2697,219,106,49,229,7,610,158,29,22,40,0,249,1935,121,85,85,33,2259,2216,672,486,3833,149,7356,2266,839,423,2074,127,5729,60,0,6,3,0,69,110,22,10,9,5,156,300,45,19,73,12,449,185,61,35,71,6,358,1200,107,55,38,73,1473,939,291,159,54,21,1464,784,113,75,195,20,1187,114,7,14,19,12,166,82,4,8,0,0,94,3107,858,699,3313,165,8142,392,29,10,12,16,459,951,60,50,19,18,1098,218,32,28,75,24,377,229,33,11,7,0,280,1961,34,27,15,56,2093,395,85,78,160,12,730,8502,865,558,712,306,10943,973,151,133,957,5627,7841,42122,8953,6773,41118,8096,107062,1666,5881
LGA58190,0,6,9,165,11,191,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,41,8,17,110,3,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,25,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,28,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,16,24,60,15,22,276,30,403,3,7
LGA58260,4,14,21,223,6,268,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,57,22,30,168,4,281,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,13,0,16,0,0,0,5,0,5,0,0,0,0,0,0,8,0,0,0,0,8,6,0,3,26,0,35,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,24,0,46,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,24,0,0,0,9,39,48,112,32,42,385,48,619,3,16
LGA58330,23,236,154,1314,49,1776,0,0,0,7,0,7,13,0,0,9,3,25,0,0,0,3,0,3,78,21,12,17,0,128,652,217,161,896,38,1964,4,0,0,0,0,4,10,0,0,5,0,15,55,14,17,64,5,155,3,3,0,3,0,9,5,0,0,0,0,5,7,5,0,5,0,17,96,35,20,264,7,422,47,15,3,41,0,106,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,5,0,0,0,0,5,22,0,0,4,0,26,38,11,6,0,0,55,16,3,4,9,0,32,6,0,0,7,0,13,5,0,0,0,0,5,130,37,23,247,5,442,0,0,0,0,0,0,13,8,0,0,0,21,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,9,3,36,117,29,15,28,0,189,18,5,8,40,288,359,1135,411,258,2202,379,4385,32,217
LGA58400,0,15,5,119,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,45,12,12,94,5,168,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,20,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,14,0,4,0,7,5,16,68,31,21,216,18,354,6,13
LGA58470,0,3,5,40,0,48,0,0,0,112,0,112,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,27,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,26,32,17,6,3,187,28,241,0,6
LGA58510,241,1294,957,5497,195,8184,0,3,3,81,5,92,2268,46,56,49,30,2449,82,17,15,42,0,156,316,84,68,111,6,585,3757,1135,826,3868,217,9803,295,0,26,0,6,327,136,11,13,59,0,219,340,64,53,340,23,820,80,23,10,51,6,170,46,15,8,5,0,74,1389,16,18,21,17,1461,950,231,179,1298,39,2697,796,195,90,495,33,1609,311,0,9,11,6,337,45,7,5,4,0,61,25,0,0,9,0,34,32,7,4,8,0,51,140,11,3,3,0,157,259,69,43,8,7,386,207,29,17,44,0,297,65,3,10,14,0,92,12,6,0,0,0,18,920,265,180,1043,46,2454,40,0,0,3,0,43,154,9,15,10,6,194,87,3,13,20,0,123,163,11,7,7,0,188,187,3,6,0,0,196,129,28,22,56,4,239,3993,215,222,218,74,4722,238,26,14,161,2629,3068,15405,2303,1697,9809,3229,32443,308,1341
