LGA_CODE_2021,LGA_NAME_2021,Negative_income,Nil_income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)",Partial_income_stated,All_incomes_not_stated,Not_applicable,Total
10050,Albury,81,228,123,347,583,1558,1330,1577,1602,1786,1767,1356,1245,2504,1516,1167,671,340,520,312,230,102,941,546,2990,25430
10180,Armidale Regional,40,125,89,180,288,738,590,832,812,844,852,646,648,1154,663,505,320,156,284,170,136,44,492,228,2137,12955
10250,Ballina,72,196,148,222,428,1301,1063,1375,1400,1478,1463,1022,1001,1939,1214,949,557,295,504,346,270,135,866,477,2183,20889
10300,Balranald,9,7,3,12,21,60,37,48,44,75,50,42,60,86,40,28,24,14,3,14,0,7,49,41,323,1091
10470,Bathurst Regional,58,175,100,185,382,974,744,983,1083,1275,1210,957,903,1841,1254,917,627,341,454,276,184,67,846,344,2290,18458
10500,Bayside (NSW),254,1505,453,740,1392,3036,2012,3117,3219,3946,4297,3804,3647,8139,4992,4743,3082,1759,2939,2117,1875,510,2596,1085,9570,74840
10550,Bega Valley,78,206,151,255,430,1277,925,1332,1211,1348,1284,829,805,1425,820,600,312,151,286,155,87,51,729,418,3709,18867
10600,Bellingen,37,76,53,89,196,461,312,462,447,480,445,302,291,473,298,217,123,45,92,63,30,10,298,150,954,6390
10650,Berrigan,17,53,16,49,89,334,220,347,282,302,278,169,167,293,178,130,60,31,51,27,21,16,163,155,809,4265
10750,Blacktown,431,1676,557,1163,2267,4979,3382,5494,5671,7069,7981,6697,6603,15570,11239,10071,6848,4090,5283,3975,2811,594,5390,2012,12163,133984
10800,Bland,19,33,23,35,65,174,104,165,157,171,154,117,124,249,132,110,52,24,61,24,15,13,163,118,808,3107
10850,Blayney,16,34,22,40,64,167,121,192,186,182,222,156,148,313,218,156,106,52,67,41,37,23,170,70,434,3246
10900,Blue Mountains,93,342,209,373,598,1872,1395,1747,1822,2235,2249,1636,1648,3418,2245,2083,1325,792,1421,906,695,182,1157,419,4367,35239
10950,Bogan,10,12,10,7,26,73,56,60,65,58,66,54,53,96,58,44,30,15,35,16,15,3,71,54,321,1306
11150,Bourke,5,14,8,11,15,50,33,57,55,56,61,36,48,101,45,59,20,12,38,9,9,11,69,66,445,1317
11200,Brewarrina,13,3,13,22,37,45,20,37,43,43,32,17,22,44,18,20,10,4,13,10,0,0,31,30,211,740
11250,Broken Hill,45,98,53,145,256,816,448,588,578,585,549,364,367,682,408,338,212,95,162,70,48,22,380,272,2007,9591
11300,Burwood,39,545,126,193,367,604,495,682,707,872,975,751,715,1680,963,917,595,371,606,494,463,199,660,193,1961,16201
11350,Byron,50,178,94,153,302,783,722,741,829,966,982,738,757,1427,884,701,418,232,511,317,285,163,909,283,3577,16996
11400,Cabonne,34,69,35,60,107,335,214,377,298,353,352,261,251,507,313,291,180,92,146,124,113,45,317,142,886,5895
11450,Camden,108,395,131,200,384,1019,838,1370,1453,1963,2104,2020,2096,5092,4166,3619,2430,1410,1822,1441,979,271,1503,468,2330,39601
11500,Campbelltown (NSW),229,794,276,703,1330,2989,2207,3303,3598,4160,4498,3702,3495,7231,4792,3615,2305,1356,1407,1072,736,223,2550,1039,5514,63128
11520,Canada Bay,125,662,238,336,571,1221,878,1303,1383,1738,1907,1612,1634,3918,2345,2635,1707,1069,2779,1845,2192,879,1263,459,4408,39121
11570,Canterbury-Bankstown,662,2769,788,1878,3654,7099,4562,7663,7184,8527,8823,6626,6397,12212,8263,6565,4371,2740,3417,2898,2317,639,5197,2435,15749,133438
11600,Carrathool,10,9,4,17,29,56,43,50,69,91,73,77,57,124,67,44,32,11,26,15,6,8,61,44,267,1312
11650,Central Coast (NSW),577,1771,873,1575,3231,9266,7131,9314,8882,9658,9738,7190,7075,13886,9359,7764,4626,2634,4212,2864,2061,762,5652,2963,19813,152870
11700,Central Darling,9,21,7,18,27,64,31,51,67,60,42,35,26,67,20,23,16,10,16,11,5,8,38,46,361,1065
11720,Cessnock,84,299,134,252,538,1520,1099,1633,1613,1720,1716,1345,1245,2602,1696,1287,733,391,546,356,240,105,1138,521,2978,25812
11730,Clarence Valley,114,303,175,358,678,1946,1353,2136,1949,2022,1767,1181,1157,1907,1053,738,374,196,334,167,109,64,1101,630,4341,26143
11750,Cobar,17,22,12,14,44,112,49,71,82,100,86,80,85,179,94,121,46,40,51,34,25,9,119,73,781,2320
11800,Coffs Harbour,99,335,213,437,803,2185,1886,2372,2209,2522,2589,1749,1705,3090,1931,1421,836,458,661,412,303,141,1481,760,4093,34696
12000,Coolamon,14,17,21,21,45,146,83,138,122,128,131,90,73,175,114,76,37,18,32,20,9,15,105,62,301,1974
12150,Coonamble,8,31,17,25,59,122,72,96,99,99,111,78,66,141,67,45,30,10,33,17,9,14,71,74,454,1825
12160,Cootamundra-Gundagai Regional,21,62,36,94,155,438,264,441,361,390,318,243,221,392,235,189,90,40,86,42,45,29,224,162,905,5510
12350,Cowra,36,58,43,97,189,513,287,513,422,447,412,281,227,467,258,163,92,47,78,30,36,26,276,194,1064,6267
12380,Cumberland,427,1614,454,1095,1944,3788,2569,4248,4132,5071,5249,4136,3892,8276,5280,4459,2934,1802,2292,1751,1219,349,3493,1562,11166,83189
12390,Dubbo Regional,103,197,101,227,418,1232,802,1211,1256,1448,1480,1149,1124,2342,1424,1095,672,359,553,290,264,101,1174,577,3200,22823
12700,Dungog,17,47,14,43,82,247,165,258,235,273,295,185,216,365,253,194,136,58,124,74,56,33,226,71,555,4224
12730,Edward River,24,30,27,49,117,280,191,278,269,298,272,183,172,336,191,138,65,44,67,28,31,18,187,125,823,4252
12750,Eurobodalla,70,217,165,250,504,1494,1036,1677,1471,1550,1584,949,921,1563,852,635,324,146,305,183,123,70,755,512,7224,24600
12850,Fairfield,452,1686,418,964,1973,3826,2492,4835,4493,4865,4751,3507,3315,5794,4080,3059,1975,1252,1273,1199,798,252,2693,1263,6425,67658
12870,Federation,34,84,42,93,153,488,355,464,388,439,398,309,285,514,291,223,96,41,78,43,18,13,268,208,1209,6546
12900,Forbes,35,41,36,43,100,309,172,328,269,307,272,172,186,333,205,184,85,41,94,63,31,18,207,133,720,4373
12930,Georges River,164,1041,387,592,1044,2453,1730,2520,2586,3299,3515,2758,2880,6108,3973,3677,2477,1604,2355,2024,1822,630,2212,810,5774,58429
12950,Gilgandra,20,26,25,22,62,137,89,126,127,148,145,70,86,145,76,53,29,16,20,8,10,4,104,92,492,2137
13010,Glen Innes Severn,42,45,50,86,167,457,241,399,308,269,269,175,187,279,147,90,60,32,53,22,18,10,173,145,886,4610
13310,Goulburn Mulwaree,66,154,95,180,310,934,635,818,801,901,922,706,653,1371,869,681,411,195,342,178,119,57,525,323,2498,14739
13340,Greater Hume Shire,19,51,35,51,79,302,176,314,265,311,309,208,211,422,278,219,136,54,73,55,31,22,238,131,859,4846
13450,Griffith,51,106,61,101,210,544,288,507,561,692,699,549,616,1209,756,558,365,192,244,193,106,54,507,251,1425,10833
13550,Gunnedah,30,41,30,66,102,346,222,310,306,333,340,253,266,518,321,280,190,73,165,110,54,28,244,158,1045,5842
13660,Gwydir,25,27,22,40,61,205,103,188,185,171,153,102,97,142,82,49,29,14,25,18,11,8,128,82,489,2443
13800,Hawkesbury,105,289,147,235,402,1166,784,1176,1155,1386,1562,1223,1341,2790,2017,1714,1136,648,906,754,576,211,1087,421,2306,25523
13850,Hay,11,17,14,23,36,105,56,89,85,82,87,67,62,124,60,31,17,14,26,8,10,7,98,51,370,1552
13910,Hilltops,54,101,54,127,246,747,391,659,604,654,571,381,371,700,406,301,137,76,123,71,75,46,393,292,1651,9220
14000,Hornsby,111,678,320,487,709,1754,1533,2014,2154,2671,2921,2398,2351,5450,3683,4085,2868,1847,3799,3233,3230,946,2073,567,4072,55952
14100,Hunters Hill,22,73,31,64,80,161,122,159,156,208,213,161,165,400,220,242,170,121,469,357,478,371,198,68,614,5323
14170,Inner West,185,1023,406,717,1428,2822,2026,2694,2987,3886,4226,3690,3676,8476,4468,5205,3628,2162,5981,4105,5115,2003,2868,822,10869,85462
14220,Inverell,41,98,54,118,225,614,376,623,605,542,565,369,375,649,310,238,146,67,84,43,27,31,345,232,1356,8137
14300,Junee,11,33,14,20,51,168,118,153,173,161,150,124,132,206,145,121,62,30,45,30,17,5,112,64,383,2519
14350,Kempsey,51,160,111,203,389,1115,729,1202,1074,1048,1000,655,553,1005,563,385,215,101,141,75,54,50,552,403,2470,14292
14400,Kiama,17,105,48,86,130,465,339,513,527,652,659,416,466,965,638,590,369,216,436,310,208,95,428,133,1972,10785
14500,Ku-ring-gai,108,717,294,344,407,945,916,1281,1354,1822,1934,1641,1732,3793,2331,2779,1834,1207,4077,3495,4380,2216,1962,499,3833,45894
14550,Kyogle,30,45,39,95,180,450,258,356,350,363,282,207,179,291,144,97,51,30,45,30,18,11,194,111,847,4688
14600,Lachlan,18,42,26,47,70,193,104,196,172,164,150,142,143,211,124,97,33,21,42,12,17,12,142,98,734,3014
14650,Lake Macquarie,277,968,515,957,1799,5481,3832,5312,5234,5861,5733,4267,4116,8948,6234,5376,3292,1760,2472,1916,1328,409,3675,1539,7606,88908
14700,Lane Cove,29,191,74,118,196,381,338,401,454,646,733,754,759,1801,917,1120,726,439,1558,1014,1449,731,553,150,1816,17340
14750,Leeton,24,60,20,63,112,292,192,270,303,297,349,230,244,450,280,199,122,48,76,48,35,20,195,97,679,4705
14850,Lismore,44,152,111,254,567,1414,1103,1278,1329,1471,1444,999,972,1841,1145,735,446,199,335,196,135,61,784,359,2392,19781
14870,Lithgow,48,120,85,162,300,890,477,686,644,641,610,430,396,777,456,361,195,120,232,124,88,43,384,243,1723,10236
14900,Liverpool,346,1191,380,864,1644,3222,2205,3912,4062,4709,4975,4031,3965,8131,5819,4709,3168,1976,2187,1915,1387,361,3126,1383,8226,77895
14920,Liverpool Plains,13,43,26,52,100,274,149,252,247,250,211,150,128,271,117,132,66,31,65,25,15,14,152,120,782,3694
14950,Lockhart,3,12,11,13,29,125,51,95,91,100,103,63,73,120,62,56,28,15,20,10,5,9,85,36,202,1417
15050,Maitland,102,320,170,319,598,1843,1305,1989,2053,2250,2335,1892,1897,4079,2755,2238,1347,717,968,709,536,132,1700,558,2641,35456
15240,Mid-Coast,244,579,397,656,1349,3947,2701,4275,3610,3681,3423,2064,1945,3239,1780,1264,678,322,633,322,252,186,1855,1421,9661,50474
15270,Mid-Western Regional,54,158,75,153,265,777,450,686,662,641,623,502,485,1069,672,556,301,190,311,223,146,51,533,300,2380,12262
15300,Moree Plains,27,51,28,59,95,278,182,263,279,322,303,238,237,475,292,215,124,71,113,71,52,41,273,242,1879,6230
15350,Mosman,36,187,65,109,124,288,283,320,388,539,534,549,494,1216,502,651,416,220,1365,752,1086,907,463,155,1758,13410
15520,Murray River,34,67,46,81,127,381,277,446,388,416,414,248,254,463,261,230,142,47,111,60,36,32,269,185,1255,6268
15560,Murrumbidgee,10,11,17,15,27,98,54,84,97,110,108,88,94,156,66,48,33,8,23,14,9,16,86,57,317,1647
15650,Muswellbrook,23,91,33,75,161,373,293,365,378,454,369,337,337,735,393,428,205,122,230,133,81,30,354,170,1156,7333
15700,Nambucca Valley,47,126,75,172,302,928,672,884,780,713,696,414,388,587,348,263,139,61,124,48,32,26,409,370,1422,10016
15750,Narrabri,35,64,36,70,122,317,228,298,324,357,301,240,248,545,311,286,163,87,137,75,42,24,256,216,1215,5997
15800,Narrandera,15,31,21,33,59,210,131,203,172,173,198,118,117,200,104,90,36,21,30,18,11,12,115,79,509,2694
15850,Narromine,20,31,21,35,82,189,102,168,162,172,151,127,114,233,131,89,55,35,47,20,26,10,156,92,576,2851
15900,Newcastle,186,787,403,849,1675,4136,2829,3540,3963,4449,4581,3674,3577,7509,4865,4532,2817,1582,2543,1844,1529,497,3281,1045,7888,74585
15950,North Sydney,77,505,179,251,434,774,811,897,1076,1497,1675,1632,1655,4177,1579,2448,1377,836,4125,1753,2480,1125,981,427,6263,39034
15990,Northern Beaches,265,1099,574,792,1223,3141,2607,3363,3528,4560,4779,4093,4244,9375,6165,6718,4599,2970,8156,6699,7396,3190,4214,1349,10028,105115
16100,Oberon,11,28,24,29,59,167,95,142,140,152,155,124,125,221,133,112,67,33,58,33,28,14,108,61,709,2828
16150,Orange,50,181,111,200,414,1037,744,950,1039,1143,1128,937,907,1871,1254,1018,661,337,605,379,268,97,778,375,2217,18706
16200,Parkes,32,48,43,96,175,492,278,408,401,430,418,277,307,552,372,283,153,74,145,55,42,21,275,169,1148,6697
16260,Parramatta,327,1777,576,1009,1862,3403,2589,3721,4349,5818,6360,5589,5398,12286,7302,7018,4597,2638,4669,3140,2717,753,3567,1237,13950,106654
16350,Penrith,297,923,337,701,1400,3236,2501,3699,4081,4937,5366,4531,4418,9441,6546,5431,3534,1994,2377,1929,1286,375,3143,1244,7516,81250
16380,Port Macquarie-Hastings,147,468,268,488,948,2789,2261,3170,2889,3029,3061,1878,1848,3265,2101,1559,887,479,750,491,344,133,1425,879,4511,40066
16400,Port Stephens,138,412,209,328,675,1983,1692,2350,2148,2471,2360,1610,1500,2968,1858,1484,873,461,695,470,296,137,1524,696,6372,35699
16490,Queanbeyan-Palerang Regional,50,192,88,191,346,853,632,816,985,1277,1363,1288,1313,2748,1765,1893,1333,847,1545,1031,1077,332,1082,315,3169,26549
16550,Randwick,173,913,370,669,1223,2196,1462,1901,2039,2603,2670,2256,2432,5624,3254,3610,2390,1496,3837,2719,3418,1369,2339,869,8137,59965
16610,Richmond Valley,45,89,85,115,269,837,619,874,818,847,722,525,462,808,471,312,159,90,110,68,37,28,434,301,1566,10692
16700,Ryde,173,1139,374,592,968,1849,1503,2034,2265,2942,3228,2667,2586,6109,3466,3471,2403,1370,2860,2083,2130,725,1773,649,6371,55742
16900,Shellharbour,95,369,131,343,621,1745,1171,1903,1847,1902,1952,1509,1543,3100,2236,1916,1113,607,750,563,366,104,1263,517,2210,29884
16950,Shoalhaven,202,649,396,610,1153,3606,2657,3926,3396,3732,3693,2422,2349,4137,2472,1817,1025,538,923,573,436,253,1881,1189,14753,58799
17000,Singleton,48,89,56,96,152,439,303,432,421,508,527,403,429,1001,663,651,447,211,442,278,225,68,536,163,1259,9838
17040,Snowy Monaro Regional,42,106,55,117,213,553,374,551,574,594,611,453,473,1007,589,575,309,163,363,222,188,103,460,258,3283,12251
17080,Snowy Valleys,26,71,43,80,153,486,303,472,438,449,451,319,312,597,370,261,138,74,121,62,51,34,350,192,1203,7075
17100,Strathfield,48,309,87,167,310,524,458,636,718,952,1050,881,883,1934,1238,1167,779,450,708,582,610,348,747,246,2448,18287
17150,Sutherland Shire,252,1020,549,757,1269,3534,2469,3425,3649,4610,4897,3929,4034,9099,6348,6635,4779,2918,5130,4468,4066,1348,3397,1072,7335,90981
17200,Sydney,329,2880,636,1387,2421,3496,2656,3103,3821,5059,5413,5085,5246,13138,5291,7125,4061,2548,9262,3976,5102,2015,3569,1676,24820,124114
17310,Tamworth Regional,136,259,174,345,647,1664,1186,1767,1698,1958,1874,1307,1392,2646,1620,1271,628,389,504,358,233,115,1124,690,3757,27725
17350,Temora,9,32,25,43,68,237,154,199,183,206,187,124,147,210,142,104,50,28,57,26,14,15,122,66,481,2926
17400,Tenterfield,23,51,34,84,140,391,227,306,252,247,231,134,135,201,96,71,36,19,41,8,13,13,126,128,963,3968
17420,The Hills Shire,142,768,372,383,475,1481,1181,1828,1979,2506,2877,2415,2621,6186,4797,5068,3916,2615,4951,4337,4336,1485,2677,622,4073,64080
17550,Tweed,179,502,305,539,1007,2974,2513,3203,2980,3170,3096,2055,1933,3694,2283,1811,993,515,858,573,361,158,1935,1191,5832,44661
17620,Upper Hunter Shire,44,84,51,102,131,418,272,397,337,422,429,273,276,599,363,319,188,97,157,73,63,23,337,155,1167,6793
17640,Upper Lachlan Shire,19,42,39,50,102,240,151,219,218,238,250,187,184,358,196,164,110,54,112,62,50,38,202,80,1217,4584
17650,Uralla,9,23,24,32,62,199,109,193,183,174,190,142,131,249,129,116,65,32,46,31,25,5,103,39,443,2759
17750,Wagga Wagga,81,222,140,326,560,1460,1100,1467,1588,1914,1936,1448,1582,2956,1904,1552,906,480,644,441,344,159,1297,615,3112,28244
17850,Walcha,8,25,10,33,36,122,55,104,85,89,94,69,57,132,61,40,21,8,23,11,16,12,59,48,420,1638
17900,Walgett,16,43,12,35,79,212,96,158,162,143,142,72,90,148,79,64,37,18,37,12,8,11,114,79,977,2865
17950,Warren,14,3,11,21,21,80,44,69,73,79,66,65,56,82,48,53,25,11,19,3,12,10,62,41,260,1228
18020,Warrumbungle Shire,31,71,30,59,126,422,189,316,282,297,271,182,187,302,141,98,60,27,63,20,18,20,176,159,1195,4739
18050,Waverley,64,421,128,246,364,773,636,760,884,1179,1233,1151,1223,2896,1454,1946,1202,816,3017,1800,2424,1319,1273,482,5142,32850
18100,Weddin,13,30,25,24,58,149,90,138,141,131,124,89,62,109,75,42,18,10,23,12,11,10,80,60,339,1869
18200,Wentworth,17,49,18,43,72,174,128,201,206,179,184,133,146,272,154,128,82,39,63,42,27,22,182,101,782,3457
18250,Willoughby,76,614,220,302,400,831,686,836,962,1307,1382,1230,1270,2923,1537,1815,1187,735,2616,1805,2271,1363,1140,305,3355,31175
18350,Wingecarribee,84,293,184,250,405,1220,812,1266,1306,1501,1500,1040,1132,2115,1432,1244,706,355,944,640,538,289,985,420,2973,23623
18400,Wollondilly,69,194,95,119,244,731,490,832,836,1029,1099,865,921,2027,1562,1482,924,558,790,688,506,157,903,322,1481,18918
18450,Wollongong,314,1012,541,1133,2208,5397,3662,4993,4901,5437,5549,4191,4190,8589,6007,5203,3485,1975,3072,2294,1635,537,3449,1426,8295,89476
18500,Woollahra,84,388,124,168,231,495,495,543,684,858,926,845,977,2146,863,1361,823,496,2777,1475,2238,1639,1157,390,4421,26588
18710,Yass Valley,27,48,29,47,73,215,184,235,289,327,368,323,324,593,444,477,345,197,402,287,298,94,317,97,784,6823
19399,Unincorporated NSW,7,10,6,0,11,15,17,18,23,38,37,24,37,40,30,22,6,4,11,3,8,3,40,18,116,549
19799,Migratory - Offshore - Shipping (NSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34
20110,Alpine,29,56,44,62,147,410,293,436,442,424,457,287,304,579,345,280,146,65,138,67,72,40,250,128,1760,7271
20260,Ararat,21,46,40,78,134,427,241,374,382,375,363,253,284,477,260,181,106,46,82,40,25,10,238,153,873,5509
20570,Ballarat,173,448,261,549,1157,3228,2538,3157,3317,3725,3651,2756,2582,4724,2967,2422,1366,691,1123,743,524,218,1839,951,5238,50347
20660,Banyule,194,654,289,558,893,2329,1722,2352,2424,2937,2998,2554,2504,5226,3652,3501,2446,1374,2454,2017,1709,532,1872,761,5082,53031
20740,Bass Coast,89,272,183,260,535,1535,1112,1533,1413,1512,1384,889,932,1520,846,665,376,159,400,207,138,89,756,516,11674,28981
20830,Baw Baw,91,265,160,295,462,1357,1077,1567,1545,1641,1627,1266,1339,2458,1530,1191,618,342,590,352,217,115,995,537,2874,24522
20910,Bayside (Vic.),131,575,304,428,643,1491,1179,1403,1568,1911,1932,1562,1565,3347,2032,2422,1577,976,3579,2592,3054,1615,1719,636,4850,43102
21010,Benalla,24,61,49,103,172,562,362,560,494,534,491,333,293,538,339,241,148,61,107,68,39,30,308,217,1077,7211
21110,Boroondara,198,1265,510,743,952,1925,1827,2271,2467,3257,3579,3013,2984,6341,3553,3908,2630,1584,4996,3850,4952,2635,2945,806,9727,72924
21180,Brimbank,355,1513,449,995,1778,4029,2361,4451,4298,4684,5057,3842,3581,6920,4715,3658,2291,1412,1452,1194,749,176,3042,1346,7522,71871
21270,Buloke,19,39,20,47,91,294,140,231,241,234,203,131,137,218,122,77,45,19,40,24,17,11,119,108,761,3397
21370,Campaspe,81,187,148,215,473,1293,851,1276,1144,1263,1191,849,809,1550,927,657,335,189,268,151,98,61,765,564,2498,17840
21450,Cardinia,151,415,198,308,580,1653,1328,2008,2229,2839,3038,2505,2707,5445,3992,2795,1597,826,1115,771,495,167,1865,756,3740,43533
21610,Casey,401,1421,501,891,1529,4139,3185,5431,6308,7799,9099,7501,7498,15970,11255,8322,4999,2727,3043,2485,1452,429,5510,1815,8959,122674
21670,Central Goldfields,38,81,57,135,246,762,415,680,532,489,454,273,283,373,213,142,65,27,48,33,15,14,221,276,1144,7004
21750,Colac Otway,62,117,85,158,277,735,490,669,751,789,722,502,530,969,530,394,196,101,180,92,83,55,422,250,3296,12460
21830,Corangamite,46,70,63,89,187,549,309,520,527,544,491,361,343,610,368,288,138,65,131,63,53,57,321,256,1450,7897
21890,Darebin,245,961,444,843,1623,3514,2192,3123,3132,3625,4018,3535,3325,6611,4062,3996,2687,1549,2627,1999,1919,492,2404,1029,8429,68366
22110,East Gippsland,128,282,194,337,635,1846,1291,2031,1781,1755,1699,1052,1057,1744,987,678,354,165,303,167,123,70,971,673,5746,26078
22170,Frankston,194,693,296,597,1153,3255,2454,3065,3437,3921,3950,3243,3091,6380,4396,3394,2062,1068,1479,1035,618,174,2228,1125,5570,58890
22250,Gannawarra,38,54,40,71,137,494,255,422,412,374,367,230,221,382,216,125,64,35,65,20,28,21,176,222,872,5326
22310,Glen Eira,185,1179,426,683,1049,2385,1948,2443,2760,3449,3575,3017,2854,6272,3783,3973,2638,1615,3896,2902,3070,1026,2241,927,7936,66235
22410,Glenelg,37,113,62,152,295,743,485,684,689,655,640,447,444,818,452,361,175,78,169,79,50,31,403,267,1809,10173
22490,Golden Plains,27,87,52,73,155,361,278,447,451,539,597,484,506,1050,800,627,338,200,282,182,101,51,508,153,1067,9408
22620,Greater Bendigo,157,474,301,590,1185,3234,2453,3378,3500,3778,3735,2787,2698,5276,3315,2619,1461,731,998,670,476,166,2045,1006,6127,53173
22670,Greater Dandenong,289,1139,378,784,1358,3422,2141,3533,3816,4024,4225,3270,2967,5821,3760,2678,1665,981,988,742,433,130,2465,1062,6146,58198
22750,Greater Geelong,378,1262,681,1242,2367,6603,5192,6755,6853,7754,7744,5976,5565,11695,7641,6557,3881,2091,3361,2247,1620,571,4465,2176,16140,120823
22830,Greater Shepparton,127,317,174,353,705,1714,1291,1863,1879,1998,2044,1473,1474,2657,1694,1212,690,348,542,325,232,120,1144,756,3761,28885
22910,Hepburn,34,95,62,112,210,673,345,553,528,573,535,411,394,641,380,290,155,78,221,105,96,45,311,188,2473,9511
22980,Hindmarsh,21,29,28,49,85,252,132,211,181,222,184,130,126,225,122,94,36,17,61,17,19,13,90,83,692,3110
23110,Hobsons Bay,128,580,249,443,758,1901,1227,1796,1783,2023,2233,1835,1717,3733,2450,2494,1634,946,1840,1411,1357,386,1351,619,4432,39336
23190,Horsham,28,84,59,131,239,626,454,558,613,704,702,489,454,932,573,404,217,103,166,105,70,58,364,233,1268,9638
23270,Hume,415,1213,393,833,1394,3450,2585,4395,4911,5680,6217,5092,4750,9659,6510,4833,2954,1546,1880,1382,848,232,3480,1432,7888,83980
23350,Indigo,30,68,46,100,157,436,299,454,409,546,551,398,371,773,492,350,241,114,149,110,66,27,362,182,1013,7750
23430,Kingston (Vic.),209,994,442,684,1228,3413,2406,3197,3283,3936,3880,3240,3211,6728,4683,4480,3016,1767,2934,2222,1618,384,2239,1058,6350,67622
23670,Knox,168,830,381,570,1007,2864,1978,3146,3214,3971,4074,3285,3256,6894,5081,4372,2734,1523,2059,1654,1088,248,2351,890,4365,62012
23810,Latrobe (Vic.),163,456,219,539,1095,2730,1784,2360,2467,2391,2309,1633,1583,2905,1807,1437,716,454,722,467,248,83,1408,976,4712,35685
23940,Loddon,16,53,31,72,113,373,142,311,278,270,254,169,163,236,137,87,47,20,51,18,8,10,153,135,1189,4323
24130,Macedon Ranges,71,226,128,191,249,827,591,882,903,1091,1152,985,951,1980,1417,1396,922,475,1023,726,559,216,964,317,2393,20630
24210,Manningham,178,1100,475,524,783,2105,1526,2473,2393,2816,2880,2257,2300,4556,3062,2884,1910,1173,2368,1971,1687,677,2015,728,5091,49918
24250,Mansfield,20,61,47,55,98,297,201,301,288,349,306,221,262,396,221,177,106,45,93,44,51,31,247,112,2570,6619
24330,Maribyrnong,110,523,214,446,873,1503,1078,1493,1712,2030,2300,1963,1918,3956,2458,2512,1652,943,1839,1245,1164,259,1283,493,6535,40501
24410,Maroondah,137,634,270,430,824,2135,1738,2254,2494,2941,3060,2448,2267,4894,3561,3111,2125,1189,1798,1333,951,204,1699,717,3728,46937
24600,Melbourne,279,3849,819,1413,1917,2265,2617,2973,3820,5447,5598,4780,4415,9293,3698,4015,2210,1210,3976,1752,1729,690,2421,1165,31020,103368
24650,Melton,220,754,261,470,820,2083,1664,2850,3098,3677,4319,3621,3668,7541,5153,3899,2455,1368,1642,1149,747,178,2480,968,5280,60363
24780,Mildura,110,282,148,310,634,1597,1130,1672,1609,1804,1694,1288,1216,2292,1405,977,538,277,420,227,128,90,1088,838,3596,25371
24850,Mitchell,86,201,96,165,317,876,651,1025,1060,1297,1260,1088,1058,2251,1442,1087,648,325,427,324,189,60,937,447,2268,19590
24900,Moira,76,174,82,183,357,1113,660,1166,1021,950,972,650,592,1177,715,454,242,137,180,108,70,51,565,486,2751,14948
24970,Monash,250,1782,704,972,1352,3364,2271,3375,3485,4241,4359,3476,3434,7122,4880,4708,3072,1850,3267,2522,2181,650,3072,1006,9066,76463
25060,Moonee Valley,186,754,342,704,1095,2400,1518,2329,2411,2989,3001,2567,2438,5151,3249,3230,2247,1292,2776,2059,2155,714,1732,819,6971,55115
25150,Moorabool,56,181,83,136,268,757,529,757,765,915,1005,805,765,1685,1122,942,578,322,446,328,201,61,621,299,1851,15473
25250,Moreland,257,1039,422,873,1534,3553,2268,3310,3361,4140,4418,4113,3878,8278,4950,5054,3351,1940,3286,2149,1888,433,2746,1138,9923,78310
25340,Mornington Peninsula,312,911,524,805,1349,4271,3310,4422,4226,4981,4760,3306,3327,6612,4459,3827,2310,1193,2662,1811,1545,779,2956,1746,27188,93602
25430,Mount Alexander,39,101,94,147,270,811,492,670,647,679,671,489,442,821,474,371,211,96,187,104,81,34,382,208,1600,10141
25490,Moyne,33,54,53,77,155,421,265,452,445,489,521,388,435,723,493,309,179,95,185,106,73,65,372,200,1959,8550
25620,Murrindindi,47,109,70,96,187,481,298,473,442,541,430,335,326,646,363,256,140,68,147,82,68,36,355,207,2155,8349
25710,Nillumbik,60,229,130,168,217,619,476,752,821,1046,1177,968,1010,2262,1747,1909,1301,786,1429,1208,970,335,1106,275,1408,22406
25810,Northern Grampians,26,76,46,92,142,515,325,420,447,412,407,269,231,478,239,178,99,37,88,49,29,16,219,189,1208,6253
25900,Port Phillip,142,762,298,639,1181,1918,1607,1753,2200,3019,3145,3028,2906,6419,2599,3317,1801,949,4018,1933,2289,1026,1680,803,13866,63301
25990,Pyrenees,18,38,30,64,110,335,167,241,275,269,234,141,148,280,156,88,53,23,50,22,17,7,147,118,900,3939
